corpus speaker algo token_f-score token_precision token_recall boundary_f-score boundary_precision boundary_recall
Kuczaj abe001 AGu_1 0.6201 0.5994 0.6422 0.8108 0.7804 0.8436
Kuczaj abe001 AGu_2 0.6514 0.6254 0.6797 0.8372 0.7996 0.8784
Kuczaj abe001 AGu_3 0.6279 0.6051 0.6525 0.8226 0.789 0.8591
Kuczaj abe001 AGu_4 0.5975 0.5825 0.6133 0.8004 0.7778 0.8243
Kuczaj abe001 AGu_5 0.6188 0.6062 0.632 0.803 0.7845 0.8224
Kuczaj abe001 TPs 0.2048 0.3082 0.1533 0.5749 0.9552 0.4112
Kuczaj abe001 dibs 0.1049 0.2103 0.06985 0.3478 0.8889 0.2162
Kuczaj abe001 dmcmc 0.6968 0.6252 0.7871 0.8721 0.7731 1
Kuczaj abe001 puddle 0.1198 0.3684 0.07155 0.1599 1 0.08687
Kuczaj abe042 AGc3sf_1 0.7979 0.7751 0.8221 0.8975 0.8666 0.9308
Kuczaj abe042 AGc3sf_2 0.8365 0.8156 0.8585 0.913 0.8854 0.9423
Kuczaj abe042 AGc3sf_3 0.8105 0.7868 0.8356 0.9 0.8683 0.9341
Kuczaj abe042 AGc3sf_4 0.8026 0.7792 0.8275 0.8968 0.8652 0.9308
Kuczaj abe042 AGc3sf_5 0.8352 0.8143 0.8571 0.9114 0.8839 0.9407
Kuczaj abe042 AGu_1 0.7284 0.697 0.7628 0.8536 0.8095 0.9028
Kuczaj abe042 AGu_2 0.7229 0.6926 0.7561 0.8502 0.8074 0.8979
Kuczaj abe042 AGu_3 0.7215 0.6945 0.7507 0.8509 0.8126 0.8929
Kuczaj abe042 AGu_4 0.7128 0.6797 0.7493 0.845 0.798 0.8979
Kuczaj abe042 AGu_5 0.7247 0.6947 0.7574 0.8556 0.8131 0.9028
Kuczaj abe042 TPs 0.1945 0.2989 0.1442 0.5084 0.9462 0.3476
Kuczaj abe042 dibs 0.215 0.3442 0.1563 0.4203 0.8416 0.2801
Kuczaj abe042 dmcmc 0.8197 0.7701 0.876 0.9225 0.8561 1
Kuczaj abe042 puddle 0.1696 0.3803 0.1092 0.219 0.9615 0.1236
Kuczaj abe063 AGc3sf_1 0.8117 0.7803 0.8457 0.8991 0.8579 0.9444
Kuczaj abe063 AGc3sf_2 0.8151 0.7815 0.8518 0.9015 0.8575 0.9503
Kuczaj abe063 AGc3sf_3 0.8142 0.7819 0.8493 0.8992 0.857 0.9459
Kuczaj abe063 AGc3sf_4 0.7942 0.7555 0.8372 0.8936 0.8422 0.9518
Kuczaj abe063 AGc3sf_5 0.8256 0.7915 0.8627 0.9057 0.8615 0.9547
Kuczaj abe063 AGu_1 0.6173 0.5896 0.6476 0.7798 0.7386 0.826
Kuczaj abe063 AGu_2 0.5989 0.5653 0.6367 0.7717 0.7208 0.8304
Kuczaj abe063 AGu_3 0.5856 0.5642 0.6087 0.7606 0.7276 0.7968
Kuczaj abe063 AGu_4 0.589 0.5554 0.627 0.7666 0.7152 0.826
Kuczaj abe063 AGu_5 0.616 0.5853 0.6501 0.7841 0.7381 0.8363
Kuczaj abe063 TPs 0.1504 0.2351 0.1106 0.485 0.9113 0.3304
Kuczaj abe063 dibs 0.2569 0.3831 0.1932 0.4479 0.779 0.3143
Kuczaj abe063 dmcmc 0.7801 0.7214 0.8493 0.9036 0.8241 1
Kuczaj abe063 puddle 0.1064 0.2812 0.06561 0.1357 0.9434 0.0731
Kuczaj abe067 AGc3sf_1 0.808 0.7711 0.8486 0.9025 0.8524 0.959
Kuczaj abe067 AGc3sf_2 0.8114 0.7724 0.8546 0.9029 0.8501 0.9627
Kuczaj abe067 AGc3sf_3 0.8014 0.7653 0.8411 0.8998 0.8505 0.9552
Kuczaj abe067 AGc3sf_4 0.7952 0.7564 0.8381 0.8951 0.8421 0.9552
Kuczaj abe067 AGc3sf_5 0.7972 0.7564 0.8426 0.8955 0.8399 0.959
Kuczaj abe067 AGu_1 0.6437 0.5947 0.7016 0.8121 0.7378 0.903
Kuczaj abe067 AGu_2 0.6433 0.5939 0.7016 0.8164 0.7412 0.9086
Kuczaj abe067 AGu_3 0.6369 0.5951 0.6852 0.8065 0.7425 0.8825
Kuczaj abe067 AGu_4 0.6211 0.5711 0.6807 0.7983 0.7214 0.8937
Kuczaj abe067 AGu_5 0.6511 0.6008 0.7106 0.8107 0.7356 0.903
Kuczaj abe067 TPs 0.1915 0.2923 0.1424 0.4986 0.9381 0.3396
Kuczaj abe067 dibs 0.251 0.3863 0.1859 0.438 0.8368 0.2966
Kuczaj abe067 dmcmc 0.7722 0.7137 0.8411 0.9003 0.8186 1
Kuczaj abe067 puddle 0.2227 0.4208 0.1514 0.2977 0.8807 0.1791
Kuczaj abe069 AGc3sf_1 0.8382 0.8074 0.8714 0.9254 0.8854 0.9692
Kuczaj abe069 AGc3sf_2 0.8455 0.8129 0.8809 0.929 0.8869 0.9753
Kuczaj abe069 AGc3sf_3 0.848 0.8153 0.8835 0.93 0.8879 0.9764
Kuczaj abe069 AGc3sf_4 0.8378 0.8067 0.8714 0.924 0.8837 0.9681
Kuczaj abe069 AGc3sf_5 0.8415 0.8106 0.8749 0.9274 0.8873 0.9712
Kuczaj abe069 AGu_1 0.7361 0.7069 0.7679 0.87 0.8295 0.9147
Kuczaj abe069 AGu_2 0.744 0.7134 0.7774 0.8732 0.831 0.9198
Kuczaj abe069 AGu_3 0.7458 0.719 0.7748 0.8684 0.8316 0.9085
Kuczaj abe069 AGu_4 0.7466 0.7167 0.7791 0.8823 0.8408 0.9281
Kuczaj abe069 AGu_5 0.75 0.723 0.7791 0.8792 0.842 0.9198
Kuczaj abe069 TPs 0.1647 0.2513 0.1225 0.5178 0.9235 0.3597
Kuczaj abe069 dibs 0.2379 0.3563 0.1786 0.4605 0.7975 0.3237
Kuczaj abe069 dmcmc 0.7795 0.7236 0.8447 0.9093 0.8338 1
Kuczaj abe069 puddle 0.2192 0.4413 0.1458 0.3248 0.9645 0.1953
Kuczaj abe071 AGc3sf_1 0.7879 0.7494 0.8306 0.8945 0.8425 0.9535
Kuczaj abe071 AGc3sf_2 0.7848 0.7449 0.8293 0.8934 0.8392 0.955
Kuczaj abe071 AGc3sf_3 0.7935 0.7564 0.8344 0.8972 0.8471 0.9535
Kuczaj abe071 AGc3sf_4 0.7815 0.7389 0.8293 0.8932 0.8354 0.9597
Kuczaj abe071 AGc3sf_5 0.7796 0.7356 0.8293 0.8906 0.8309 0.9597
Kuczaj abe071 AGu_1 0.7115 0.6735 0.7541 0.8497 0.7957 0.9116
Kuczaj abe071 AGu_2 0.7183 0.6835 0.7567 0.853 0.8038 0.9085
Kuczaj abe071 AGu_3 0.7079 0.6689 0.7516 0.8464 0.7911 0.9101
Kuczaj abe071 AGu_4 0.7277 0.6944 0.7643 0.8532 0.8066 0.9054
Kuczaj abe071 AGu_5 0.7056 0.6689 0.7465 0.8443 0.7921 0.9039
Kuczaj abe071 TPs 0.1837 0.2816 0.1363 0.4949 0.9125 0.3395
Kuczaj abe071 dibs 0.239 0.357 0.1796 0.4667 0.8235 0.3256
Kuczaj abe071 dmcmc 0.8024 0.7492 0.8637 0.915 0.8433 1
Kuczaj abe071 puddle 0.1725 0.4057 0.1096 0.1925 0.9583 0.107
Providence eth01 AGc3sf_1 0.8447 0.8256 0.8647 0.9106 0.8826 0.9404
Providence eth01 AGc3sf_2 0.8565 0.8354 0.8786 0.9207 0.8899 0.9537
Providence eth01 AGc3sf_3 0.8378 0.8212 0.8552 0.9079 0.8833 0.9338
Providence eth01 AGc3sf_4 0.8545 0.8325 0.8778 0.9185 0.8864 0.9531
Providence eth01 AGc3sf_5 0.853 0.8335 0.8734 0.9179 0.8894 0.9483
Providence eth01 AGu_1 0.6911 0.6864 0.696 0.8051 0.7975 0.8129
Providence eth01 AGu_2 0.6926 0.6889 0.6964 0.8116 0.8056 0.8177
Providence eth01 AGu_3 0.7177 0.7075 0.7281 0.8281 0.812 0.8448
Providence eth01 AGu_4 0.6958 0.6893 0.7025 0.8052 0.7948 0.8159
Providence eth01 AGu_5 0.675 0.672 0.6781 0.7928 0.7879 0.7978
Providence eth01 TPs 0.2734 0.3928 0.2097 0.484 0.9237 0.3279
Providence eth01 dibs 0.3019 0.3479 0.2666 0.4521 0.56 0.3791
Providence eth01 dmcmc 0.7213 0.6519 0.8073 0.8585 0.752 1
Providence eth01 puddle 0.4612 0.541 0.4019 0.6286 0.8021 0.5168
Providence eth02 AGc3sf_1 0.8446 0.8108 0.8813 0.9211 0.8727 0.9752
Providence eth02 AGc3sf_2 0.8525 0.8216 0.8857 0.924 0.8799 0.9727
Providence eth02 AGc3sf_3 0.8451 0.811 0.8823 0.9191 0.8703 0.9737
Providence eth02 AGc3sf_4 0.8515 0.8204 0.8852 0.9227 0.8782 0.972
Providence eth02 AGc3sf_5 0.8276 0.795 0.8629 0.9106 0.8635 0.9631
Providence eth02 AGu_1 0.6491 0.645 0.6533 0.7835 0.7768 0.7903
Providence eth02 AGu_2 0.6781 0.6756 0.6806 0.8107 0.8067 0.8148
Providence eth02 AGu_3 0.6718 0.6593 0.6848 0.8131 0.7929 0.8343
Providence eth02 AGu_4 0.6452 0.6441 0.6462 0.784 0.7823 0.7857
Providence eth02 AGu_5 0.7143 0.6975 0.7318 0.8219 0.7963 0.8492
Providence eth02 TPs 0.3124 0.4451 0.2406 0.5202 0.9457 0.3588
Providence eth02 dibs 0.2501 0.2498 0.2503 0.4727 0.472 0.4734
Providence eth02 dmcmc 0.7039 0.6364 0.7875 0.8619 0.7573 1
Providence eth02 puddle 0.5128 0.5764 0.4618 0.6731 0.7967 0.5827
Providence eth04 AGc3sf_1 0.8706 0.8457 0.8971 0.9374 0.9011 0.9769
Providence eth04 AGc3sf_2 0.8793 0.8577 0.9021 0.9404 0.909 0.9741
Providence eth04 AGc3sf_3 0.8819 0.8595 0.9054 0.9425 0.91 0.9773
Providence eth04 AGc3sf_4 0.8787 0.8582 0.9001 0.9405 0.9108 0.9723
Providence eth04 AGc3sf_5 0.8794 0.8586 0.9011 0.9419 0.9117 0.9741
Providence eth04 AGu_1 0.7436 0.7212 0.7675 0.8623 0.8272 0.9006
Providence eth04 AGu_2 0.7493 0.7417 0.7571 0.861 0.849 0.8733
Providence eth04 AGu_3 0.751 0.7439 0.7581 0.8574 0.8464 0.8687
Providence eth04 AGu_4 0.7725 0.7603 0.7852 0.8748 0.8558 0.8946
Providence eth04 AGu_5 0.7533 0.7394 0.7678 0.8606 0.8389 0.8835
Providence eth04 TPs 0.3096 0.4385 0.2392 0.5145 0.9502 0.3528
Providence eth04 dibs 0.3024 0.338 0.2736 0.4851 0.5719 0.4212
Providence eth04 dmcmc 0.751 0.69 0.8239 0.8817 0.7884 1
Providence eth04 puddle 0.5538 0.6123 0.5055 0.7114 0.8245 0.6255
Providence eth17 AGc3sf_1 0.7809 0.7419 0.8242 0.8989 0.8442 0.9612
Providence eth17 AGc3sf_2 0.7799 0.7405 0.8238 0.8981 0.8428 0.9612
Providence eth17 AGc3sf_3 0.7839 0.7457 0.8262 0.9005 0.8471 0.9612
Providence eth17 AGc3sf_4 0.7804 0.7413 0.8238 0.8983 0.8434 0.9607
Providence eth17 AGc3sf_5 0.7827 0.7442 0.8254 0.899 0.8451 0.9603
Providence eth17 AGu_1 0.7089 0.6849 0.7346 0.8444 0.8093 0.8827
Providence eth17 AGu_2 0.706 0.6826 0.7311 0.8498 0.8152 0.8875
Providence eth17 AGu_3 0.7021 0.6828 0.7225 0.8489 0.8202 0.8798
Providence eth17 AGu_4 0.7256 0.7013 0.7516 0.8546 0.8194 0.8929
Providence eth17 AGu_5 0.7016 0.6842 0.7198 0.8441 0.8184 0.8715
Providence eth17 TPs 0.2361 0.3487 0.1785 0.5265 0.9379 0.366
Providence eth17 dibs 0.2376 0.2857 0.2033 0.4777 0.6121 0.3917
Providence eth17 dmcmc 0.7596 0.6993 0.8312 0.8947 0.8094 1
Providence eth17 puddle 0.46 0.5605 0.39 0.6415 0.8382 0.5196
Providence eth21 AGc3sf_1 0.8048 0.7615 0.8535 0.9043 0.8432 0.975
Providence eth21 AGc3sf_2 0.8023 0.7574 0.8529 0.9029 0.8396 0.9765
Providence eth21 AGc3sf_3 0.782 0.7335 0.8373 0.8919 0.8228 0.9735
Providence eth21 AGc3sf_4 0.804 0.7593 0.8543 0.9037 0.8408 0.9769
Providence eth21 AGc3sf_5 0.7769 0.7274 0.8336 0.8903 0.8196 0.9743
Providence eth21 AGu_1 0.6904 0.6518 0.7338 0.8437 0.7847 0.9123
Providence eth21 AGu_2 0.6678 0.6326 0.7072 0.83 0.7751 0.8933
Providence eth21 AGu_3 0.6714 0.6367 0.7101 0.8327 0.7786 0.8948
Providence eth21 AGu_4 0.659 0.6237 0.6986 0.8204 0.7653 0.884
Providence eth21 AGu_5 0.6718 0.6373 0.7104 0.8215 0.7684 0.8825
Providence eth21 TPs 0.256 0.3644 0.1973 0.535 0.9248 0.3764
Providence eth21 dibs 0.326 0.3577 0.2994 0.5474 0.6205 0.4897
Providence eth21 dmcmc 0.7187 0.6525 0.7998 0.8726 0.774 1
Providence eth21 puddle 0.5721 0.5865 0.5584 0.7564 0.7813 0.7329
Providence eth24 AGc3sf_1 0.7925 0.7528 0.8367 0.9023 0.8463 0.9662
Providence eth24 AGc3sf_2 0.7936 0.7553 0.836 0.9039 0.8499 0.9653
Providence eth24 AGc3sf_3 0.772 0.728 0.8217 0.8937 0.8309 0.9668
Providence eth24 AGc3sf_4 0.7815 0.7389 0.8294 0.898 0.8375 0.9678
Providence eth24 AGc3sf_5 0.8117 0.7729 0.8547 0.9103 0.8563 0.9715
Providence eth24 AGu_1 0.6877 0.6499 0.7301 0.8391 0.7823 0.9049
Providence eth24 AGu_2 0.6933 0.661 0.7289 0.8404 0.7919 0.8952
Providence eth24 AGu_3 0.7026 0.6635 0.7466 0.8465 0.7884 0.914
Providence eth24 AGu_4 0.7007 0.6678 0.737 0.8446 0.7954 0.9002
Providence eth24 AGu_5 0.708 0.6681 0.753 0.8506 0.7915 0.9193
Providence eth24 TPs 0.2511 0.3573 0.1935 0.5363 0.9101 0.3802
Providence eth24 dibs 0.2154 0.2332 0.2002 0.4521 0.5017 0.4115
Providence eth24 dmcmc 0.7306 0.6629 0.8136 0.8738 0.7759 1
Providence eth24 puddle 0.6168 0.6126 0.621 0.7823 0.7755 0.7891
Providence eth25 AGc3sf_1 0.7711 0.728 0.8195 0.8976 0.8391 0.965
Providence eth25 AGc3sf_2 0.7845 0.7443 0.8292 0.9035 0.8494 0.965
Providence eth25 AGc3sf_3 0.8014 0.7652 0.8412 0.9116 0.8633 0.9657
Providence eth25 AGc3sf_4 0.7849 0.7447 0.8298 0.903 0.8488 0.9647
Providence eth25 AGc3sf_5 0.7843 0.7455 0.8274 0.903 0.8506 0.9622
Providence eth25 AGu_1 0.6894 0.6704 0.7096 0.8536 0.8257 0.8835
Providence eth25 AGu_2 0.6688 0.6522 0.6862 0.8439 0.8192 0.8702
Providence eth25 AGu_3 0.6888 0.6713 0.7073 0.8517 0.826 0.8789
Providence eth25 AGu_4 0.6693 0.6501 0.6897 0.8376 0.8092 0.8681
Providence eth25 AGu_5 0.6727 0.6537 0.6929 0.8407 0.8126 0.8709
Providence eth25 TPs 0.2292 0.3345 0.1743 0.5634 0.9395 0.4024
Providence eth25 dibs 0.2708 0.3304 0.2294 0.5273 0.6788 0.4311
Providence eth25 dmcmc 0.7454 0.6828 0.8207 0.8924 0.8058 1
Providence eth25 puddle 0.4876 0.5887 0.4161 0.6719 0.853 0.5542
Providence eth27 AGc3sf_1 0.8029 0.7726 0.8358 0.9094 0.8676 0.9554
Providence eth27 AGc3sf_2 0.8046 0.7682 0.8447 0.9095 0.8596 0.9655
Providence eth27 AGc3sf_3 0.8026 0.7704 0.8376 0.9103 0.866 0.9593
Providence eth27 AGc3sf_4 0.8099 0.7788 0.8436 0.9132 0.8706 0.9602
Providence eth27 AGc3sf_5 0.8112 0.7812 0.8436 0.912 0.8709 0.9571
Providence eth27 AGu_1 0.6767 0.6496 0.7062 0.8361 0.7954 0.8811
Providence eth27 AGu_2 0.666 0.6386 0.6958 0.8298 0.7884 0.8758
Providence eth27 AGu_3 0.6644 0.6348 0.6969 0.8258 0.7812 0.8758
Providence eth27 AGu_4 0.6862 0.6586 0.7162 0.8455 0.8042 0.8913
Providence eth27 AGu_5 0.6785 0.6554 0.7033 0.8379 0.8031 0.8758
Providence eth30 AGc3sf_1 0.824 0.7847 0.8676 0.9192 0.8663 0.9789
Providence eth30 AGc3sf_2 0.8247 0.7864 0.867 0.9205 0.869 0.9785
Providence eth30 AGc3sf_3 0.8228 0.7825 0.8676 0.9185 0.8643 0.9799
Providence eth30 AGc3sf_4 0.8173 0.7764 0.8628 0.9162 0.8611 0.9789
Providence eth30 AGc3sf_5 0.8239 0.7867 0.8648 0.919 0.8691 0.9751
Providence eth30 AGu_1 0.7304 0.711 0.7509 0.8652 0.8373 0.895
Providence eth30 AGu_2 0.7064 0.6931 0.7202 0.85 0.8305 0.8705
Providence eth30 AGu_3 0.7247 0.707 0.7433 0.8603 0.8348 0.8874
Providence eth30 AGu_4 0.7129 0.7014 0.7247 0.8537 0.8369 0.8711
Providence eth30 AGu_5 0.7101 0.6948 0.7261 0.8544 0.832 0.8781
Providence eth30 TPs 0.2382 0.3394 0.1834 0.5547 0.9148 0.398
Providence eth30 dibs 0.2632 0.3157 0.2257 0.5086 0.6459 0.4195
Providence eth30 dmcmc 0.6885 0.6184 0.7766 0.8641 0.7607 1
Providence eth30 puddle 0.506 0.5972 0.439 0.688 0.8541 0.576
Providence eth31 AGc3sf_1 0.7802 0.7346 0.8319 0.9014 0.8373 0.9762
Providence eth31 AGc3sf_2 0.7943 0.7509 0.8431 0.9079 0.8474 0.9777
Providence eth31 AGc3sf_3 0.7926 0.7526 0.8371 0.905 0.8492 0.9686
Providence eth31 AGc3sf_4 0.7982 0.7562 0.8452 0.9095 0.8511 0.9766
Providence eth31 AGc3sf_5 0.7995 0.7594 0.844 0.9094 0.8537 0.9728
Providence eth31 AGu_1 0.7052 0.6803 0.732 0.8568 0.8195 0.8976
Providence eth31 AGu_2 0.6859 0.6555 0.7194 0.8431 0.7972 0.8946
Providence eth31 AGu_3 0.7022 0.6801 0.7257 0.856 0.8229 0.8919
Providence eth31 AGu_4 0.6937 0.6658 0.7239 0.849 0.8072 0.8953
Providence eth31 AGu_5 0.6952 0.6707 0.7215 0.8497 0.8129 0.89
Providence eth31 TPs 0.2281 0.3328 0.1735 0.5326 0.9311 0.373
Providence eth31 dibs 0.2931 0.3442 0.2553 0.528 0.6542 0.4426
Providence eth31 dmcmc 0.7402 0.6776 0.8156 0.8869 0.7967 1
Providence eth31 puddle 0.4475 0.5494 0.3775 0.636 0.8409 0.5113
Providence eth32 AGc3sf_1 0.7605 0.7113 0.8169 0.8814 0.8129 0.9625
Providence eth32 AGc3sf_2 0.7638 0.7197 0.8136 0.8812 0.8199 0.9525
Providence eth32 AGc3sf_3 0.7808 0.7352 0.8325 0.8938 0.8308 0.9672
Providence eth32 AGc3sf_4 0.7812 0.7398 0.8273 0.8924 0.8354 0.9578
Providence eth32 AGc3sf_5 0.7484 0.6957 0.8098 0.8731 0.7993 0.9619
Providence eth32 AGu_1 0.6676 0.6352 0.7034 0.8222 0.7739 0.8769
Providence eth32 AGu_2 0.6644 0.6353 0.6963 0.8216 0.7779 0.8705
Providence eth32 AGu_3 0.6281 0.6019 0.6566 0.7963 0.7561 0.8411
Providence eth32 AGu_4 0.6519 0.6246 0.6816 0.8089 0.7678 0.8546
Providence eth32 AGu_5 0.6595 0.6294 0.6925 0.8179 0.7727 0.8687
Providence eth32 TPs 0.2094 0.3088 0.1585 0.5262 0.9261 0.3675
Providence eth32 dibs 0.2788 0.3347 0.2389 0.5159 0.6576 0.4244
Providence eth32 dmcmc 0.7006 0.6281 0.7919 0.861 0.7559 1
Providence eth32 puddle 0.2577 0.4105 0.1878 0.3744 0.7585 0.2485
Providence eth33 AGc3sf_1 0.7457 0.6922 0.8083 0.8812 0.8053 0.973
Providence eth33 AGc3sf_2 0.8369 0.8062 0.8701 0.9225 0.8812 0.9679
Providence eth33 AGc3sf_3 0.8309 0.7994 0.8649 0.9201 0.8776 0.9669
Providence eth33 AGc3sf_4 0.7563 0.7038 0.8173 0.8888 0.8146 0.9777
Providence eth33 AGc3sf_5 0.8261 0.7939 0.8611 0.9189 0.8752 0.9672
Providence eth33 AGu_1 0.6856 0.6492 0.7263 0.8501 0.7955 0.9128
Providence eth33 AGu_2 0.6823 0.6463 0.7225 0.8464 0.7924 0.9084
Providence eth33 AGu_3 0.6803 0.6462 0.7181 0.8458 0.7945 0.9043
Providence eth33 AGu_4 0.6766 0.6414 0.716 0.8438 0.7905 0.9047
Providence eth33 AGu_5 0.675 0.64 0.7141 0.8415 0.7886 0.902
Providence eth33 TPs 0.245 0.3502 0.1885 0.554 0.9263 0.3952
Providence eth33 dibs 0.31 0.3469 0.2802 0.5539 0.6408 0.4878
Providence eth33 dmcmc 0.719 0.6534 0.7993 0.8783 0.783 1
Providence eth33 puddle 0.5727 0.6086 0.5408 0.747 0.807 0.6954
Providence eth36 AGc3sf_1 0.8149 0.7717 0.8632 0.9106 0.8514 0.9787
Providence eth36 AGc3sf_2 0.8031 0.7555 0.8572 0.9043 0.8386 0.9811
Providence eth36 AGc3sf_3 0.8202 0.7771 0.8682 0.9126 0.8538 0.9801
Providence eth36 AGc3sf_4 0.8142 0.7732 0.8598 0.9083 0.8521 0.9724
Providence eth36 AGc3sf_5 0.8072 0.7606 0.8598 0.9056 0.8416 0.9801
Providence eth36 AGu_1 0.7056 0.6707 0.7444 0.8522 0.8004 0.9113
Providence eth36 AGu_2 0.7048 0.6694 0.7441 0.85 0.7976 0.9099
Providence eth36 AGu_3 0.6866 0.6483 0.7296 0.8429 0.7854 0.9096
Providence eth36 AGu_4 0.701 0.6583 0.7497 0.8526 0.789 0.9272
Providence eth36 AGu_5 0.701 0.6666 0.7391 0.8512 0.7998 0.9096
Providence eth36 TPs 0.2289 0.3254 0.1765 0.5395 0.9073 0.3838
Providence eth36 dibs 0.2908 0.3194 0.2669 0.5349 0.6048 0.4796
Providence eth36 dmcmc 0.7294 0.6634 0.81 0.8776 0.782 1
Providence eth36 puddle 0.5441 0.5897 0.5051 0.7128 0.7915 0.6484
Providence eth38 AGc3sf_1 0.8483 0.8163 0.8829 0.9329 0.8908 0.9792
Providence eth38 AGc3sf_2 0.8555 0.8219 0.8918 0.9355 0.8917 0.9838
Providence eth38 AGc3sf_3 0.8485 0.8133 0.8869 0.9322 0.886 0.9835
Providence eth38 AGc3sf_4 0.8493 0.8124 0.8896 0.9326 0.8844 0.9865
Providence eth38 AGc3sf_5 0.8579 0.8242 0.8945 0.9359 0.8919 0.9843
Providence eth38 AGu_1 0.737 0.7113 0.7645 0.872 0.8356 0.9116
Providence eth38 AGu_2 0.7291 0.7062 0.7534 0.8675 0.8349 0.9027
Providence eth38 AGu_3 0.7362 0.7061 0.769 0.8748 0.8321 0.9221
Providence eth38 AGu_4 0.7286 0.7002 0.7594 0.8701 0.8296 0.9148
Providence eth38 AGu_5 0.7389 0.7095 0.7708 0.8744 0.8328 0.9202
Providence eth41 AGc3sf_1 0.8297 0.7907 0.8728 0.9195 0.8673 0.9784
Providence eth41 AGc3sf_2 0.8315 0.7922 0.8749 0.9208 0.8683 0.98
Providence eth41 AGc3sf_3 0.8189 0.7763 0.8664 0.9149 0.8576 0.9803
Providence eth41 AGc3sf_4 0.8339 0.796 0.8757 0.9218 0.8711 0.9787
Providence eth41 AGc3sf_5 0.8098 0.7651 0.86 0.9098 0.8494 0.9794
Providence eth41 AGu_1 0.7152 0.6826 0.7511 0.8609 0.8135 0.9142
Providence eth41 AGu_2 0.7188 0.6893 0.7509 0.8615 0.8188 0.9089
Providence eth41 AGu_3 0.7214 0.6893 0.7567 0.8613 0.815 0.9132
Providence eth41 AGu_4 0.734 0.7016 0.7695 0.8717 0.8253 0.9237
Providence eth41 AGu_5 0.7301 0.6972 0.7663 0.8727 0.8252 0.926
Providence eth41 TPs 0.2205 0.3192 0.1684 0.5422 0.9207 0.3842
Providence eth41 dibs 0.2892 0.3463 0.2483 0.5106 0.6474 0.4216
Providence eth41 dmcmc 0.7303 0.6652 0.8096 0.882 0.7889 1
Providence eth41 puddle 0.5455 0.5733 0.5203 0.7256 0.7723 0.6842
Providence eth43 AGc3sf_1 0.8242 0.788 0.8638 0.9183 0.8697 0.9726
Providence eth43 AGc3sf_2 0.8214 0.7853 0.861 0.9184 0.8697 0.9729
Providence eth43 AGc3sf_3 0.8194 0.782 0.8605 0.9174 0.867 0.9742
Providence eth43 AGc3sf_4 0.8187 0.7813 0.8598 0.9168 0.8664 0.9735
Providence eth43 AGc3sf_5 0.8252 0.7899 0.8638 0.9193 0.8718 0.9723
Providence eth43 AGu_1 0.7373 0.709 0.7679 0.8723 0.8319 0.9168
Providence eth43 AGu_2 0.7261 0.6955 0.7596 0.8697 0.8255 0.919
Providence eth43 AGu_3 0.7284 0.7012 0.7578 0.8646 0.8255 0.9075
Providence eth43 AGu_4 0.7246 0.6947 0.7573 0.866 0.8228 0.914
Providence eth43 AGu_5 0.7242 0.6979 0.7525 0.8661 0.8281 0.9078
Providence eth43 TPs 0.2311 0.3341 0.1767 0.5482 0.9266 0.3893
Providence eth43 dibs 0.2622 0.2908 0.2387 0.5072 0.5789 0.4513
Providence eth43 dmcmc 0.7238 0.6584 0.8036 0.8806 0.7866 1
Providence eth43 puddle 0.5276 0.5535 0.5039 0.7281 0.7732 0.6879
Providence eth44 AGc3sf_1 0.7337 0.6916 0.7812 0.8723 0.8103 0.9447
Providence eth44 AGc3sf_2 0.7413 0.7008 0.7867 0.88 0.8203 0.949
Providence eth44 AGc3sf_3 0.7451 0.705 0.7901 0.88 0.8211 0.948
Providence eth44 AGc3sf_4 0.7292 0.6868 0.7771 0.8739 0.8109 0.9474
Providence eth44 AGc3sf_5 0.7379 0.6952 0.7862 0.8751 0.8123 0.9484
Providence eth44 AGu_1 0.6645 0.6422 0.6883 0.8322 0.7971 0.8704
Providence eth44 AGu_2 0.6619 0.6449 0.6798 0.8268 0.8 0.8554
Providence eth44 AGu_3 0.6731 0.6552 0.692 0.8334 0.8055 0.8634
Providence eth44 AGu_4 0.6673 0.6476 0.6881 0.8331 0.8023 0.8664
Providence eth44 AGu_5 0.6711 0.6529 0.6904 0.8321 0.8036 0.8628
Providence eth44 TPs 0.229 0.3293 0.1756 0.5216 0.9089 0.3658
Providence eth44 dibs 0.2856 0.3173 0.2596 0.5169 0.5953 0.4567
Providence eth44 dmcmc 0.7338 0.6675 0.8148 0.8762 0.7797 1
Providence eth44 puddle 0.5611 0.5863 0.538 0.7399 0.7836 0.7009
Providence eth45 AGu_1 0.6803 0.6511 0.7121 0.8345 0.7909 0.8832
Providence eth45 AGu_2 0.6884 0.6593 0.7202 0.8458 0.8021 0.8944
Providence eth45 AGu_3 0.6763 0.6501 0.7047 0.8337 0.7942 0.8773
Providence eth45 AGu_4 0.6793 0.6502 0.711 0.8349 0.7913 0.8835
Providence eth45 AGu_5 0.6766 0.6469 0.7092 0.8337 0.789 0.8838
Providence eth48 AGc3sf_1 0.7998 0.7549 0.8505 0.9051 0.8428 0.9773
Providence eth48 AGc3sf_2 0.8001 0.7556 0.8502 0.9058 0.8441 0.9773
Providence eth48 AGc3sf_3 0.8021 0.7575 0.8522 0.906 0.8444 0.9773
Providence eth48 AGc3sf_4 0.8122 0.7693 0.8601 0.9107 0.8518 0.9784
Providence eth48 AGc3sf_5 0.8051 0.7647 0.8499 0.9076 0.8517 0.9713
