D^blaks : D^blaks ;aword 
yRSidIdxpriSietDEm@zfIS : yR ;aword Si ;aword dIdxpriSietDEm@z ;aword fIS ;aword 
SinuDewRfIS@ndwiscD^muviwICw^z : Sinu ;aword DewRfIS ;aword @nd ;aword wiscD^muviwICw^z ;aword 
@ndD@tkYndxgIvzyu@nivxnbEtRpRspEktIvbxkcz : @nd ;aword D@tkYndxgIvzyu@nivxnbEtRpRspEktIvbxkcz ;aword 
@ndD^SarkswRDer : @ndD^SarkswRDer ;aword 
sInsDeridIdItYh@dxntbInDerfcrelcGtYmyuk@n : sInsDeri ;aword dId ;aword It ;aword Yh@dxntbInDerfcr ;aword e ;aword lcGtYmyu ;aword k@n ;aword 
yuscD^SarksdIdxntya : yuscD^SarksdIdxntya ;aword 
SidIdxntEnJOD^bUkantr^ksvErim^CyusEdDIs : Si ;aword dId ;aword xntEnJOD^bUkantr^ksvErim^C ;aword yusEd ;aword DIs ;aword 
SirxmEmbRdwEnItsnod@ndSih@desnom@nbUkY : SirxmEmbRd ;aword wEn ;aword Its ;aword no ;aword d@nd ;aword Si ;aword h@d ;aword e ;aword snom@nbUkY ;aword 
widclwezgoWt@ndmekepOnt^vItwEnItdId : widclwezgoWt ;aword @nd ;aword mekepOnt^vIt ;aword wEn ;aword It ;aword dId ;aword 
Inw^n^vD^bUksDerwRlats^vTIGzSinu : In ;aword w^n^vD^bUksDerwRlats ;aword ^vTIGz ;aword Sinu ;aword 
arDozTIGzSih@zh@dEkspIriInswIDcrh@vyumede : arDozTIGz ;aword Si ;aword h@z ;aword h@d ;aword EkspIriIns ;aword wID ;aword cr ;aword h@v ;aword yumede ;aword 
noSizJ^stDozarTIGzD@tSizh@dEkspIriIns : no ;aword Siz ;aword J^stDozarTIGz ;aword D@t ;aword Siz ;aword h@d ;aword EkspIriIns ;aword 
IzSif@sInetIdwIDkiz : Iz ;aword Sif@sInetIdwIDkiz ;aword 
Sid^zxntrixliplewIDmYkizvErim^C : Sid^z ;aword xntrixliple ;aword wID ;aword mYkizvErim^C ;aword 
Sinozw^tDearYdontTIGkSirixlikerzD@t : Sinoz ;aword w^tDearYdontTIGk ;aword Si ;aword rixlikerz ;aword D@t ;aword 
Siw^zvErim^CIntupleIGwIDbclzl@sttYm : Si ;aword w^zvErim^C ;aword In ;aword tu ;aword pleIGwIDbclzl@sttYm ;aword 
bclzyEs : bclzyEs ;aword 
bclzargret : bclzargret ;aword 
Inek^pxl^vD^bUksyupOntIdWtyarn : In ;aword ek^pxl^vD^bUksyupOntIdWtyarn ;aword 
d^zSinow^tyarnIz : d^zSi ;aword no ;aword w^tyarnIz ;aword 
Yh@vyarnb^tItsInbclzsoD@tswYYsEd : Yh@vyarn ;aword b^t ;aword Its ;aword In ;aword bclzsoD@tswYYsEd ;aword 
bclz^vyarn : bclz^vyarn ;aword 
wEnYtcktuhRxbWtIt : wEn ;aword YtcktuhRxbWt ;aword It ;aword 
SiclwezpOntstuItSinozkItxnzplewIDItSinoz : Si ;aword clwezpOntstu ;aword It ;aword Si ;aword nozkItxnzple ;aword wID ;aword It ;aword Sinoz ;aword 
@ndSinozhREgzbxkczSiprabxbliitsDEmEvride : @ndSinoz ;aword hREgz ;aword bxkczSi ;aword prabxbliits ;aword DEm ;aword Evride ;aword 
Sil^vzEgz : Sil ;aword ^vzEgz ;aword 
dont : dont ;aword 
@ndSizvErim^CtekxnwIDd^ksDizdez : @nd ;aword SizvErim^Ctekxn ;aword wID ;aword d^ksDizdez ;aword 
l^vzd^ks : l^vzd^ks ;aword 
d^zSih@vEni^DRfevxrIt@nImxlz : d^zSi ;aword h@vEni^DRfevxrIt ;aword @nImxlz ;aword 
fevxrIt@nImxlzdcg : fevxrIt@nImxlzdcg ;aword 
hWxbWt@n@pxl : hWxbWt@n@pxl ;aword 
wUdyulYk@n@pxl : wUdyulYk@n@pxl ;aword 
yaw^ntWt^vD@tCer : yaw^ntWt^vD@tCer ;aword 
clrYtyuk@nit : clrYtyuk@nit ;aword 
yuk@ngEtItgoxhEd : yu ;aword k@ngEt ;aword It ;aword goxhEd ;aword 
nonat@tcl : no ;aword nat@tcl ;aword 
xn^DRtum^nTs : xn^DRtum^nTs ;aword 
siwerSiz@t : si ;aword werSiz@t ;aword 
okeSUr : okeSUr ;aword 
SizrixliIntuD^bUksnW : Siz ;aword rixli ;aword In ;aword tu ;aword D^bUksnW ;aword 
IzD@ttruJEnRxli : Iz ;aword D@ttruJEnRxli ;aword 
Sih@zt^nz^vbUks : Si ;aword h@zt^nz^vbUks ;aword 
wcltdIznibUksEvristori@ndSiJ^stl^vzturEdcl : wcltdIznibUksEvrist ;aword o ;aword ri ;aword @nd ;aword Si ;aword J^stl^vzturEdcl ;aword 
wih@vD^k@tInD^h@tSilrIpitInD^k@tInD^h@tcl : wih@v ;aword D^k@t ;aword In ;aword D^h@tSilrIpit ;aword In ;aword D^k@t ;aword In ;aword D^h@tcl ;aword 
YdontrxmEmbR : YdontrxmEmbR ;aword 
SizInkrEdxbxl : Siz ;aword InkrEdxbxl ;aword 
Sisimztuh@vegUdmEmxrifcrDIsscrt^vst^f : Sisimztu ;aword h@vegUdmEmxrif ;aword cr ;aword DIsscrt^vst^f ;aword 
Sih@z@nInkrEdxbxlmEmxri : Si ;aword h@z ;aword @n ;aword InkrEdxbxlmEmxri ;aword 
d^zSih@vEnifevxrItw^nz : d^zSi ;aword h@vEnifevxrItw^nz ;aword 
wElD^k@tInD^h@tD^rYmIGbUksSi : wEl ;aword D^k@t ;aword In ;aword D^h@tD^rYmIGbUks ;aword Si ;aword 
mamkemIn : mamkemIn ;aword 
wUdyuplizgonW : wUdyuplizgonW ;aword 
w^zw^nDEnSilYktD@trixliwEl@ndDEnItJ^stgat : w^zw^nDEn ;aword Sil ;aword YktD@t ;aword rixli ;aword wEl ;aword @nd ;aword DEn ;aword ItJ^stgat ;aword 
Sil^vzmIkimWsbUksh@pibRTdebUkD@tsD^ : Sil ;aword ^vzmIkimWsbUksh@pibRTdebUkD@tsD^ ;aword 
@m : @m ;aword 
wEnzhRbRTde : wEnzhRbRTde ;aword 
sEptEmbRnYnT : sEptEmbRnYnT ;aword 
Siw^ztuek^pxl^vwiksxgo : Si ;aword w^ztuek^pxl^vwiksxgo ;aword 
s^m^vD^bUkswRJ^stnemz^vTIGzbUks : s^m^vD^bUkswRJ^stnemz^vTIGzbUks ;aword 
Sisimztuh@vkwYtelarJclDoY : Sisimztu ;aword h@vkwYtelarJclDoY ;aword 
nonatrixli : no ;aword natrixli ;aword 
SizvErixwEr : SizvErixwEr ;aword 
yuargEtIGvErispIsIfIkwIDhRnWSiztckIGxbWt : yu ;aword argEtIGvErispIsIfIk ;aword wIDhR ;aword nWSiztckIGxbWt ;aword 
w^tarTIGzfcr : w^tarTIGzfcr ;aword 
w^tIzD^k^pfcrw^tarD^kizfcr : w^tIz ;aword D^k^pfcrw^tarD^kizfcr ;aword 
w^ttYp^vCerIzD@t : w^ttYp^vCerIz ;aword D@t ;aword 
duyutrYtubIld^pD@twe : du ;aword yutrY ;aword tu ;aword bIld^pD@twe ;aword 
YJ^sth@vwiJ^stSiJ^stw^ntstulRn : YJ^sth@v ;aword wi ;aword J^stSiJ^stw^ntstulRn ;aword 
som^CItsJ^stsowYseD^semTIG : som^CItsJ^stsowYs ;aword e ;aword D^semTIG ;aword 
sod^zSigEtTIGzlYkkizartudrYvfr^myucrd^z : sod^zSigEtTIGzlYkkizartudrYvfr^myucrd^z ;aword 
SipIks^ps^mTIGzanhRons^mtYmzSinozwEl : SipIks ;aword ^ps^mTIGzanhRons^mtYmz ;aword Sinoz ;aword wEl ;aword 
DekizSisEz : Dekiz ;aword SisEz ;aword 
mamizkiz : mamizkiz ;aword 
cr : cr ;aword 
d@dizkiz : d@dizkiz ;aword 
@ndbesIklimYnopxnD^hWz@ndd@dizdrYvD^kar : @ndbesIklimYnopxnD^hWz ;aword @nd ;aword d@dizdrYvD^kar ;aword 
yunohih@zmoranhIzkiCen : yu ;aword no ;aword hih@zmoranhIzkiCen ;aword 
b^tSimekss^m^pwerDegob^tSizgatebIt : b^tSi ;aword mekss^m^pwerDegob^tSizgat ;aword e ;aword bIt ;aword 
DIstYml@sttYmInstEd^vkclIGD^kItiz : DIstYml@sttYm ;aword In ;aword stEd^vkclIGD^k ;aword It ;aword iz ;aword 
k@t : k@t ;aword 
o : o ;aword 
SizgEtIGoldR : SizgEtIGoldR ;aword 
SistIlkclzItekIticr : Si ;aword stIlkclz ;aword It ;aword ekIti ;aword cr ;aword 
h@vyudIsYdIdSiztuoldfcrwRdzlYkD@t : h@v ;aword yu ;aword dIsYdId ;aword Siz ;aword tuoldfcr ;aword wRdz ;aword lYkD@t ;aword 
noYD^k@tsargroIG^pD^kItxnD@tgr@mah@d : no ;aword YD^k@tsargroIG^pD^k ;aword It ;aword xnD@tgr@ma ;aword h@d ;aword 
hiw^zkIti : hiw^zkIti ;aword 
YTIGkkItiw^ziziRtusefcrhR@zebIgInRb^tYi : YTIGkkItiw^ziziRtus ;aword e ;aword fcrhR@z ;aword e ;aword bIgInRb^tYi ;aword 
SikcldD^p@nkeks : Si ;aword kcldD^p@nkeks ;aword 
keks : keks ;aword 
d^zSiTIGkDelUklYkkekscrIzSionligEtIGpart : d^zSi ;aword TIGk ;aword DelUklYk ;aword keks ;aword cr ;aword Iz ;aword SionligEtIGpart ;aword 
noSisEz : no ;aword SisEz ;aword 
p@nkek : p@nkek ;aword 
YdontTIGkSiTctItw^zekek : Ydont ;aword TIGk ;aword SiTctItw^zekek ;aword 
@ndDEnyusEd : @nd ;aword DEn ;aword yusEd ;aword 
hatkeks : hatkeks ;aword 
ItstartIdwID@neCInD^bUk : It ;aword startId ;aword wID ;aword @neCIn ;aword D^bUk ;aword 
Derzxn^DRdIfrIntwRdfcrD^semTIG : Derzxn^DRdIfrIntwRdfcr ;aword D^semTIG ;aword 
SikUdxntfIgyRWtw^tD^JElibinzwRyunemd : SikUdxntfIgyRWtw^tD^JElibinzwRyunemd ;aword 
h@zSiEvRsineJElibin : h@z ;aword Si ;aword EvRsineJElibin ;aword 
noYtrYnattuSohRDozTIGz : no ;aword YtrYnattuSohRDozTIGz ;aword 
witrYnattu : witrY ;aword nattu ;aword 
lalipapsarxbWtD^onliTIGSizgatxnIntu@ndmebi : lalipapsarxbWtD^onliTIGSizgatxn ;aword In ;aword tu ;aword @nd ;aword mebi ;aword 
b^tnoYtrYtustirklir^vDozYlz : b^t ;aword no ;aword YtrYtustirklir^vDozYlz ;aword 
DEnDerarwRdzInDizbUksD@tSih@znoEkspIriInswID : DEn ;aword DerarwRdzInDizbUks ;aword D@t ;aword Si ;aword h@z ;aword no ;aword EkspIriIns ;aword wID ;aword 
yRD@tstruyR : yR ;aword D@t ;aword stru ;aword yR ;aword 
@tD^End^vD^bUkSipOntIdtucl^vD^TIGz@ndSi : @tD^End^v ;aword D^bUk ;aword SipOntId ;aword tu ;aword cl^vD^TIGz ;aword @nd ;aword Si ;aword 
tO : tO ;aword 
Si^ndRst@ndzTIGzartOz : Si^ndRst@ndz ;aword TIGzartOz ;aword 
yEsDearSih@zhRtOzSih@zhRbUks@ndSi : yEs ;aword DearSi ;aword h@z ;aword hRtOzSi ;aword h@z ;aword hRbUks ;aword @nd ;aword Si ;aword 
s^mp@rIntsseDemekedIstIGkSxnbYseIG : s^mp@rIntsseDem ;aword e ;aword kedIstIGkSxnbYseIG ;aword 
D@tsnatetO : D@tsnatetO ;aword 
YprabxblisEdD@txbWts^msRtxnTIGzxrWndD@tSi : YprabxblisEd ;aword D@t ;aword xbWts^msRtxnTIGzxrWnd ;aword D@t ;aword Si ;aword 
b^tItIznatetO : b^t ;aword It ;aword IznatetO ;aword 
Siw^zIntrilIntxrEstIdInD^tr^kbUk : Si ;aword w^zInt ;aword ri ;aword lIn ;aword txrEstId ;aword In ;aword D^tr^kbUk ;aword 
no : no ;aword 
Siw^zIntxrEstIdananD^m@spYkDIsmornIG : Si ;aword w^zInt ;aword xrEstIdananD^m@spYk ;aword DIs ;aword mornIG ;aword 
xbWtD^b^sIz@ndtr^ksgoIGbYb^tnatD^tr^ks : xbWtD^b^sIz@ndtr^ksgoIGbYb^tnatD^tr^ks ;aword 
widonth@vEnitr^ks : wi ;aword dont ;aword h@vEnitr^ks ;aword 
Ydonth@vD^lItxlkarzSizpledwIDb^t : Ydont ;aword h@v ;aword D^lItxlkarz ;aword Siz ;aword pledwID ;aword b^t ;aword 
d^zSih@vEnibOfrEndz : d^zSi ;aword h@vEnibOfrEndz ;aword 
yEsSid^z : yEs ;aword Sid^z ;aword 
w^nD@tsw^nm^nTy^GgRD@nhR@ndwiarIneple : w^nD@tsw^nm^nTy^GgRD@nhR ;aword @nd ;aword wi ;aword arIneple ;aword 
oyRhizgatbOztOz : oyR ;aword hizgatbOztOz ;aword 
Sid^znobOvRsIsgRlnWSiw^zscrt^v : Sid^z ;aword nobOvRsIsgRlnWSiw^zscrt^v ;aword 
yEsyEs : yEs ;aword yEs ;aword 
SizIntun^mbRznWSiclwezpUtw^nInfr^nt^v : Siz ;aword In ;aword tu ;aword n^mbRznWSi ;aword clwez ;aword pUtw^nInfr^nt^v ;aword 
w^ncrw^tEvRSilkWnttusiIfItsw^ntuSiz : w^ncrw^tEvR ;aword Sil ;aword kWnttu ;aword si ;aword If ;aword Its ;aword w^ntu ;aword Siz ;aword 
YTIGkIth@zelattuduwIDsEsxmistrit@ndRni@nd : YTIGk ;aword It ;aword h@z ;aword elat ;aword tu ;aword du ;aword wID ;aword sEsxmistrit@ndRni ;aword @nd ;aword 
Deh@vD^kWntIG : Deh@vD^kWntIG ;aword 
D^frcgitu : D^frcgitu ;aword 
SiTctD^bOh@debclanhIzhEd : SiTctD^bO ;aword h@d ;aword e ;aword bclanhIzhEd ;aword 
ebesbcl : ebesbcl ;aword 
SiTctIth@debesbclInhIzh@ndrICRdplezwID : SiTctIt ;aword h@d ;aword ebesbcl ;aword InhIzh@ndrICRdplez ;aword wID ;aword 
SiznEvRwornw^n@ndSizclwezh@dsom^CherY : SiznEvRwornw^n ;aword @nd ;aword Siz ;aword clwez ;aword h@dsom^CherY ;aword 
SinEvRh@dek@p : SinEvR ;aword h@d ;aword e ;aword k@p ;aword 
Siw^zrixliIntuk^lRz : Si ;aword w^zrixli ;aword In ;aword tuk^lRz ;aword 
SizbInIntuk^lRzelatelcGtYmSiwcksxrWnd : Siz ;aword bIn ;aword In ;aword tuk^lRz ;aword elat ;aword e ;aword lcGtYmSiwcksxrWnd ;aword 
Yk@ntIm@JInw^tItwIlbilYkp^mpkInz : Yk@ntIm@JInw^t ;aword It ;aword wIlbilYkp^mpkInz ;aword 
yutrYdtupOntWttuhRD^dIfrInsbxtwinerEgyxlR : yutrYdtupOntWt ;aword tu ;aword hRD^dIfrInsbxtwin ;aword e ;aword rEgyxlR ;aword 
wih@verakIGCer@nderEgyxlRCer@thomwID : wi ;aword h@verakIGCer@nd ;aword e ;aword rEgyxlRCer@thom ;aword wID ;aword 
SidIdxntrixlinow^tyuwRgEtIG@t : Si ;aword dIdxnt ;aword rixli ;aword no ;aword w^tyu ;aword wRgEtIG@t ;aword 
Sid^zxntJ^stnoflWRzSinozkYndz^vflWRz : Sid^z ;aword xntJ^stnoflWRzSinozkYndz^vflWRz ;aword 
fr^mD^gardxn : fr^mD^gardxn ;aword 
D^gardxnzbIngret : D^gardxnzbIngret ;aword 
natrixlibxkczbesIkliclD@tszInixzcrmErIgold : natrixli ;aword bxkczbesIkliclD@tszInixzcrmErIgold ;aword 
YmnatSUrYtElhRw^tDearD^rozIzonlikemWt : YmnatSUrYtElhRw^tDearD^rozIzonlikemWt ;aword 
YlpIkDIsflWR : YlpIkDIsflWR ;aword 
wElSiyuzdtuwerw^nDearxrWndDearstIlIn : wEl ;aword Si ;aword yuzdtu ;aword werw^nDearxrWndDearstIlIn ;aword 
@ndSizprItinitnWwIDitIGsoItsnatD@t : @nd ;aword Siz ;aword prItinitnWwIDitIGso ;aword Its ;aword natD@t ;aword 
SitcktxbWth@vIG : Si ;aword tcktxbWth@vIG ;aword 
tost@ndti : tost@ndti ;aword 
IzD@tw^tm^DRh@zfcrbrEkfxst : Iz ;aword D@t ;aword w^tm^DRh@zfcrbrEkfxst ;aword 
yEs : yEs ;aword 
vErifxmIlyR : vErifxmIlyR ;aword 
mostkIdzkclItkcfi : mostkIdz ;aword kcl ;aword It ;aword kcfi ;aword 
YdontdrIGkIt : YdontdrIGk ;aword It ;aword 
nowidonth@vItxrWnd : no ;aword wi ;aword dont ;aword h@v ;aword ItxrWnd ;aword 
Sizyuzdtutiyunonatkcfi : Siz ;aword yuzdtuti ;aword yu ;aword no ;aword natkcfi ;aword 
@nditIGtostInD^mornIG : @nditIGtost ;aword In ;aword D^mornIG ;aword 
oyEs : o ;aword yEs ;aword 
ItsInD^karrYtnW : Its ;aword InD^karrYtnW ;aword 
duyawanxsItdWnanD@tCer : du ;aword yawanxsItdWnanD@tCer ;aword 
yuk@nsItdWnanD@tCerIfyulYk : yu ;aword k@ns ;aword It ;aword dWnanD@tCer ;aword If ;aword yulYk ;aword 
Sid^zxntitWt^vgl@sbolzD^bIgbolzlYkD@t : Sid^z ;aword xntitWt^vgl@sbolzD^bIgbolz ;aword lYkD@t ;aword 
d^zSiitwIDclyutEnsxlznWd^zSinospun@nd : d^zSiit ;aword wID ;aword clyutEnsxlznW ;aword d^zSi ;aword nospun ;aword @nd ;aword 
SiznatSUrw^tenYfIzb^tYdontlEthRh@vw^nso : Siz ;aword natSUrw^tenYfIz ;aword b^t ;aword Ydont ;aword lEthRh@vw^ns ;aword o ;aword 
Siw^ntIdtuits^mTIGrixliwirdwIDespun : Si ;aword w^ntId ;aword tuit ;aword s^mTIG ;aword rixli ;aword wirdwIDespun ;aword 
SizgEtIGrixligUd@tzIpIG^p@ndzIpIGdWnd^z : SizgEtIG ;aword rixligUd@tzIpIG^p@ndzIpIGdWnd^z ;aword 
zIpsD^b@g : zIpsD^b@g ;aword 
hRb@g : hRb@g ;aword 
SizIpsD@t^p@nddWnSi^ntYzrilwEl : Si ;aword zIps ;aword D@t ;aword ^p@nddWnSi^ntYzril ;aword wEl ;aword 
SizJ^stbxgInIGtupUtSuzanhRsElflYkhRtEnIsSuz : Siz ;aword J^stbxgInIG ;aword tu ;aword pUtSuzan ;aword hRsElf ;aword lYkhRtEnIs ;aword Suz ;aword 
@ndb^klIG : @nd ;aword b^klIG ;aword 
hRkloDIGw^td^zIth@v : hRkloDIGw^td^z ;aword It ;aword h@v ;aword 
ItsmostlilYkDIs : Its ;aword mostli ;aword lYkDIs ;aword 
J^stpUlovRvErilEtssiD^bluJinznWh@v : J^stpUlovRvErilEts ;aword si ;aword D^bluJinznW ;aword h@v ;aword 
k@nSigEtIn@ndWt^vDEm : k@n ;aword SigEt ;aword In ;aword @ndWt^v ;aword DEm ;aword 
D^p@nts : D^p@nts ;aword 
Sih@zIntrixlitrYd : Si ;aword h@z ;aword IntrixlitrYd ;aword 
soSik^mztuyu : soSik^mz ;aword tu ;aword yu ;aword 
yR : yR ;aword 
Sizd^zxntrixlikeryunow^nwecrD^^DR : Siz ;aword d^zxntrixlikeryunow^nwecrD^^DR ;aword 
Sid^zxntmekEniItnatrixli : Sid^z ;aword xntmekEni ;aword It ;aword natrixli ;aword 
Sid^zxntlYktutekEniTIGcf : Sid^z ;aword xntlYktutekEniTIGcf ;aword 
SizJ^sth@piwIDw^tSizwerIG : Siz ;aword J^sth@pi ;aword wID ;aword w^tSizwerIG ;aword 
mYlItxlnudIst : mYlItxlnudIst ;aword 
Sik@nzIpTIGz^pb^tnatdWn : Si ;aword k@n ;aword zIpTIGz^pb^tnatdWn ;aword 
D@tsbxkczwEnyuzIpdWnwEnyuzIpDizp@ntsdWn : D@ts ;aword bxkczwEn ;aword yu ;aword zIpdWn ;aword wEn ;aword yu ;aword zIpDizp@ntsdWn ;aword 
wElSiznatrixliSUrD@tsw^tSiSUddufRst : wEl ;aword Siz ;aword natrixli ;aword SUr ;aword D@ts ;aword w^tSiSUddufRst ;aword 
TIGkw^tYvnotIstwIDD^b@gSizSizbInrixli : TIGk ;aword w^tYvnotIst ;aword wID ;aword D^b@g ;aword Siz ;aword Siz ;aword bIn ;aword rixli ;aword 
b^tnatzIpIGItb@k^p : b^t ;aword natzIpIGItb@k^p ;aword 
SidIdxntdum^CwIDD^blaksb^tSiw^zIntxrEstIdIn : Si ;aword dIdxnt ;aword dum^C ;aword wID ;aword D^blaks ;aword b^tSi ;aword w^zInt ;aword xrEstId ;aword In ;aword 
no@ndwih@vs^mbyutIfxlwUdxnblakstuD@tSiJ^st : no ;aword @nd ;aword wih@v ;aword s^mbyutIfxlwUdxnblaks ;aword tu ;aword D@t ;aword SiJ^st ;aword 
WEr@zD^lItxlbOrICRdkemovRtuD^hWz@ndhi : WEr@zD^lItxlbOrICRdkemovR ;aword tu ;aword D^hWz@ndhi ;aword 
@ndSiJ^sth@znodIzYrtubIld : @nd ;aword SiJ^st ;aword h@z ;aword no ;aword dIzYrtubIld ;aword 
b^tSiw^zIntxrEstIdInrEdIGD^blaks@ndSinu : b^tSi ;aword w^zInt ;aword xrEstId ;aword In ;aword rEdIG ;aword D^blaks ;aword @nd ;aword Sinu ;aword 
J^stfr^mrEdIGD^bUks : J^stfr^mrEdIG ;aword D^bUks ;aword 
biIzfcrbubu : bi ;aword Iz ;aword fcrbubu ;aword 
SistartIdduIGD@t : Si ;aword startIdduIG ;aword D@t ;aword 
YwIDD^drcIGlYkJ^stdrcD^si@ndD^siIz : YwIDD^drcIGlYkJ^stdrcD^ ;aword si ;aword @nd ;aword D^si ;aword Iz ;aword 
w^tkYnd^vwRdzwUdyuh@v : w^tkYnd^vwRdzwUdyu ;aword h@v ;aword 
w^tw^zD^bixrIJxnxli : w^tw^zD^bi ;aword xrIJxnxli ;aword 
noSiEndId^pfYndIGWtbifcrbubuhRsElfD^dcgz : no ;aword SiEn ;aword dId ;aword ^pfYndIGWt ;aword bi ;aword fcrbubu ;aword hRsElfD^dcgz ;aword 
b^tSipIkt^pD^bifcrbubuhRsElf@ndsifcrsIndi : b^tSi ;aword pIkt^pD^ ;aword bi ;aword fcrbubu ;aword hRsElf ;aword @nd ;aword si ;aword fcrsIndi ;aword 
ItsewirdlEtR : Its ;aword e ;aword wirdlEtR ;aword 
@ndkUkistartswIDsi : @ndkUkistarts ;aword wID ;aword si ;aword 
yRhizyUrfrEnd : yR ;aword hizyUrfrEnd ;aword 
Siw^zprItigUd@tD^@nImxlzanD^sYdz^vD^ : Si ;aword w^zprItigUd@tD^@nImxlzanD^sYdz^vD^ ;aword 
yutcktxbWtkomIG@ndbr^SIGk@nSikomcrbr^ShR : yu ;aword tcktxbWtkomIG@ndbr^SIG ;aword k@n ;aword Sikomcrbr^ShR ;aword 
SitrYz : SitrYz ;aword 
Sih@zD^br^SyuZuxliD^apxzItwe : Si ;aword h@z ;aword D^br^SyuZuxliD^apxzItwe ;aword 
Sih@zD^hardpartdWnanhRhEd@ndD^brIsxlz : Si ;aword h@z ;aword D^hardpartdWnanhRhEd ;aword @nd ;aword D^brIsxlz ;aword 
b^tSitrYz : b^t ;aword SitrYz ;aword 
@nds^mtYmzSigEtsD^her : @nd ;aword s^mtYmzSigEtsD^her ;aword 
IzItiziRfcrhRtuduIttus^mw^nEls : Iz ;aword It ;aword iziRfcrhR ;aword tu ;aword du ;aword It ;aword tu ;aword s^mw^nEls ;aword 
fcrhRtuduIttus^mw^nEls : fcrhRtu ;aword du ;aword It ;aword tu ;aword s^mw^nEls ;aword 
YdontnoSiz : Ydontno ;aword Siz ;aword 
yRSik@ngEtD^br^SD^rYtweb^tItshardfcrhR : yR ;aword Si ;aword k@ngEt ;aword D^br^SD^rYtweb^tItshardfcrhR ;aword 
b^tSiztrYddcgz@nddclzwElD^dcgh@zs^C : b^t ;aword SiztrYddcgz@nddclz ;aword wEl ;aword D^dcgh@zs^C ;aword 
@ndg^sIzsoscftItsnatlYkhih@zEniTIGtukomiDR : @ndg^s ;aword Iz ;aword soscftItsnatlYkhih@zEniTIGtukomiDR ;aword 
k@nSiprItEndD@tSizfidIGedcl@tDIspOnt : k@n ;aword Si ;aword prItEnd ;aword D@t ;aword SizfidIGedcl@tDIspOnt ;aword 
yEs : yEs ;aword 
SiSih@deprItEndtiparti@ndSifEdcl^vhRlItxl : Si ;aword Si ;aword h@d ;aword e ;aword prItEndtiparti ;aword @nd ;aword SifEdcl^vhRlItxl ;aword 
Siw^zmekIGclD^lItxlWt^v : Si ;aword w^zmekIGclD^lItxlWt^v ;aword 
owih@dgatxns^mklerisxntliSizbInpleIGwID : o ;aword wi ;aword h@dgatxns^mklerisxntli ;aword Siz ;aword bIn ;aword pleIG ;aword wID ;aword 
SilseIt@ndItxlbiscrt^velItxlwirdhWEvRY : Sils ;aword e ;aword It ;aword @nd ;aword Itxlbiscrt^v ;aword e ;aword lItxlwirdhWEvRY ;aword 
DEnwEnSik@nseItxgEnSiyuZuxliklinzIt^pelItxl : DEn ;aword wEn ;aword Si ;aword k@ns ;aword e ;aword It ;aword xgEn ;aword Si ;aword yuZuxliklinz ;aword It ;aword ^pelItxl ;aword 
duyuh@vtuse : du ;aword yu ;aword h@v ;aword tus ;aword e ;aword 
seItxgEn : seIt ;aword xgEn ;aword 
crd^zSiduIthRsElf : cr ;aword d^zSi ;aword du ;aword It ;aword hRsElf ;aword 
IfyuseD^wRdovRxgEnd^zSirIpitIt : If ;aword yu ;aword seD^wRdovRxgEnd^zSirIpit ;aword It ;aword 
s^mtYmzs^mtYmzSid^zxnt : s^mtYmzs^mtYmzSid^zxnt ;aword 
dIpEndzanw^ttYmSifilz : dIpEndzanw^ttYmSifilz ;aword 
b^tSicfxnwIl : b^t ;aword SicfxnwIl ;aword 
bUks : bUks ;aword 
SizgatsEvxrxlbUksnatlYkDIs : SizgatsEvxrxl ;aword bUks ;aword natlYkDIs ;aword 
DIsIzw^n^vD^kyutIstbUksYvEvRsinItse@n : DIs ;aword Iz ;aword w^n^vD^kyutIst ;aword bUks ;aword YvEvR ;aword sin ;aword It ;aword se@n ;aword 
Itskyut : Itskyut ;aword 
Sizgatw^n^vDizSilYkstupUtTIGz : Sizgatw^n^vDiz ;aword SilYk ;aword stupUtTIGz ;aword 
YdontYrixlidontnoIfSizD@tfxmIlyR : Ydont ;aword Yrixli ;aword dont ;aword noIf ;aword Siz ;aword D@tfxmIl ;aword yR ;aword 
DerIzedcgwerSis^mtYmzgoztuD^ : DerIzedcgwer ;aword Si ;aword s^mtYmzgoztuD^ ;aword 
w^n^vDEmzkIti@ndD^^DRw^nh@zxn^DRnem : w^n^vDEmzkIti ;aword @nd ;aword D^^DRw^nh@zxn^DRnem ;aword 
nowiJ^ststartIdkclIGItD@t@nd : no ;aword wi ;aword J^ststartIdkclIG ;aword It ;aword D@t ;aword @nd ;aword 
yRvErismclw^nz : yR ;aword vErismclw^nz ;aword 
Sist@ksDEm : Si ;aword st@ks ;aword DEm ;aword 
TrozDEm : TrozDEm ;aword 
kErizxrWnd@zmEni@zSik@n@tw^ns : kEr ;aword iz ;aword xrWnd@zmEni@z ;aword Si ;aword k@n ;aword @tw^ns ;aword 
YTctSimYtnokItib^tD@tsxbWtD^onli : YTctSimYtnokIti ;aword b^t ;aword D@ts ;aword xbWtD^onli ;aword 
YdontTIGkso : Ydont ;aword TIGkso ;aword 
SimYtnobO : SimYtnobO ;aword 
SizbInEkspozdtud^ksb^tYdontnohWwElSinoz : Siz ;aword bIn ;aword Ekspozd ;aword tu ;aword d^ks ;aword b^t ;aword Ydontno ;aword hWwEl ;aword Sinoz ;aword 
