a	x
turtleneck	tRtxlnEk
turtles	tRtxlz
tush	tUS
tutti	tuti
tuttletuttle	t^txlt^txl
tutu	tutu
tuv@k	tiyuvi
tv	tivi
tweaks	twiks
tweedle	twidxl
tweedlebug	twidxlb^g
tweedledee	twidxldi
tweedledum	twidxld^m
tweet	twit
tweetie	twiti
tweetie's	twitiz
tweety	twiti
twelfth	twElf
twelve	twElv
twenty	twEnti
twice	twYs
twiddle	twIdxl
twiddlebug	twIdxlb^g
twinkle	twIGkxl
twirl	twRl
twirly	twRli
twist	twIst
twister	twIstR
twisting	twIstIG
twisty	twIsti
two	tu
twos	tuz
twy	twY
twying	twYIG
ty	tY
tyco	tYko
tying	tYIG
tylenol	tYlEnal
type	tYp
typing	tYpIG
tyrese	tYris
u	yu
u@l	yu
ubb's	^bz
ugh	^g
uglier	^gliR
ugliest	^gliEst
ugly	^gli
uh	^
uhhuh	^h^
uhhum	xmhxm
uhoh	^o
uhuh	^^
ukelele	yukxleli
ulterior	^ltIriR
um	^m
umbrella	^mbrElx
unbearable	^nbErxbxl
unbreakable	^nbrekxbxl
unbuckle	^nb^kxl
unbuckled	^nb^kxld
unbutton	^nb^txn
uncheerful	^nCIrfxl
uncle	^Gkxl
uncles	^nkxlz
uncomfortable	^nk^mftRbxl
unconsciously	^nkanSxsli
uncover	^nk^vR
uncovering	^nk^vRIG
uncurl	^nkRl
under	^ndR
underarm	^ndRarm
underarms	^ndRarmz
underneath	^ndRniT
underpants	^ndRp@nts
undershirt	^ndRSRt
understand	^ndRst@nd
understandable	^ndRst@ndEbxl
understanding	^ndRst@ndIG
understands	^ndRst@ndz
understood	^ndRstUd
underwear	^ndRwEr
underwears	^ndRwErz
undies	^ndiz
undo	^ndu
undone	^nd^n
undress	^ndrEs
undressed	^ndrEst
undressing	^ndrEsIG
unfair	^nfEr
unfold	^nfold
unfortunate	^nfcrtxnxt
unfortunately	^nfcrtxnxtli
unfree	^nfri
unhappy	^nh@pi
unhook	^nhUk
unicorn	yunIkcrn
unicycle	yunICYkxl
unidentifiable	^nYdEntxfYxbxl
uniform	yunxfcrm
uniforms	yunxfcrmz
unique	yunik
unit	yunIt
universal	yunIvRsxl
universe	yunIvRs
unless	^nlEs
unlimited	^nlImItxd
unload	^nlod
unlock	^nlak
unlocked	^nlakt
unorganized	^ncrgxnYzd
unpacking	^np@kIG
unpause	^npcz
unpleasant	^nplEsxnt
unplug	^npl^g
unplugged	^npl^gd
unplugging	^npl^gIG
unplugs	^npl^gz
unravels	^nr@vxlz
unruly	^nruli
unscrew	^nskru
unsnap	^nsn@p
unsnapped	^nsn@pt
unstrap	^nstr@p
untape	^ntep
untie	^ntY
untied	^ntYd
unties	^ntYz
until	^ntIl
untying	^ntYIG
unused	^nyuzd
unusual	^nyuZuxl
unzip	^nzIp
unzipped	^nzIpt
unzipperoni	^nzIpRoni
unzipping	^nzipIG
up	^p
uphill	^phIl
upieday	^pide
upon	^pxn
upper	^pR
uppie	^pi
ups	^ps
ups@c	^ps
upsa	^psx
upsadaisy	^psxdezi
upset	^psEt
upside	^psYd
upsidedown	^psYdWn
upsie	^psi
upstairs	^pstErz
upstream	^pstrim
uptown	^ptWn
urchins	RCInz
urge	RJ
us	^s
use	yuz
used	yuzd
useful	yusfxl
useless	yuslxs
uses	yuzIz
using	yuzIG
usual	yuZuxl
usually	yuZwxli
utensil	yutEnsxl
utensils	yutEnsIlz
utmost	^tmost
v	vi
v's	vIz
v@l	vi
vacation	vekeSxn
vacuum	v@kyum
vacuumed	v@kyumd
vacuums	v@kyumz
valentine	v@lxntYn
valentine's	v@lEntYnz
valentines	v@lEntYnz
vampire	v@mpYR
van	v@n
van's	v@nz
vandross	v@ndrcs
vane	ven
vanilla	vxnIlx
vans	v@nz
variable	vErixbxl
variety	vxrYxti
vas	v^z
vaseline	v@sxlin
vasie	vezi
vat	v@t
vegetable	vEJtxbxl
vegetables	vEJtxbxlz
veggie	vEJi
vehicle	viIkxl
veils	velz
velcro	vElkro
velcroed	velkrod
velveteen	velvxtin
vent	vEnt
vera	vErx
verbalize	vRbxlYz
vern	vRn
versatile	vRsxtYl
verse	vRs
version	vRZxn
versus	vRsxs
very	vEri
vests	vEsts
victoria	viktcrix
video	vIdio
videos	vIdioz
view	vyu
viewpoint	vyupOnt
vigorously	vIgRxs
vin	vIn
vine	vYn
vinegar	vInxgR
vines	vYnz
vinnie	vIni
vintage	vIntIJ
violence	vYxlxnts
violent	vYxlxnt
violet	vYxlxt
violin	vYxlIn
viper	vYpR
virginia	vRJInyx
virtually	vRCuxli
visit	vIzIt
visited	vIzItxd
visiting	vIzItIG
visits	vIzIts
visual	vIzuxl
vitamin	vYt@mIn
vitamins	vYt@mInz
vividly	vIvIdli
vocal	vokxl
voice	vOs
voices	vOsIz
volcano	valCeno
vole	vol
volleyball	valibcl
volunteer	valxntIr
vroom	vrum
w	d^bxlyu
w@l	d^bxlyu
wackwackwack@o	w@kw@kw@k
wacky	w@ki
wafer	wefR
wafers	wefRz
waffle	wcfxl
waffles	wcflz
wag	w@g
wagon	wegxn
wahwahwah	w@w@w@
wahwahwah@si	w@w@w@
wait	wet
waited	wetxd
waiting	wetIG
wake	wek
wakes	weks
waking	wekIG
waldo	waldo
walk	wck
walkandtalk	wck@ndtck
walked	wckt
walker	wckR
walkie	wcki
walkietalkie	wckitcki
walkietalkies	wckitckiz
walking	wckIG
walks	wcks
wall	wcl
wallet	walxt
wallpaper	wclpepR
walls	wclz
walt	wclt
walters	waltRz
walters's	waltRzxz
wand	wand
wandered	wandRd
wandering	wandRIG
wanna	wanx
want	want
want's	wants
wanted	wantId
wanting	wantIG
wants	wants
war	wcr
warm	wcrm
warmed	wcrmd
warmer	wcrmR
warming	wcrmIG
warn	wcrn
warning	wcrnIG
warren	wcrxn
warrior	wcriR
was	w^z
wash	waS
washcloth	waSklcT
washcloths	waSklcTs
washed	waSt
washer	waSR
washes	waSIz
washie	waSi
washing	waSIG
washrag	waSr@g
wasn't	w^zxnt
wasp	wasp
wasps	wasps
waste	west
wasted	westxd
wasting	westIG
watch	waC
watched	waCt
watches	waCIz
watching	waCIG
water	wctR
water's	watRz
waterfall	watRfal
watering	watRIG
waterloo	watRlu
watermelon	watRmElxn
watermelons	watRmElxnz
watery	watRi
wave	wev
waved	wevd
waves	wevz
waving	wevIG
wawa	wawa
wax	w@ks
way	we
way's	wez
ways	wez
we	wi
we'd	wid
we'll	wil
we're	wIr
we've	wiv
weak	wik
wear	wEr
wearable	wErxbxl
wearing	wErIG
wears	wErz
weasel	wizxl
weasels	wizxlz
weather	wEDR
weaving	wivIG
web	wEb
webs	wEbz
wednesday	wEnzde
wee	wi
weebles	wibxlz
weed	wid
weeds	widz
week	wik
weekend	wikEnd
weeks	wiks
weens	winz
weensie	winsi
weepee	wipi
weepie	wipi
weepy	wipi
weeta	witx
weewee	wiwi
weewees	wiwiz
weeweeweeweewee	wiwiwiwi
weigh	we
weight	wet
weird	wIrd
weirdest	wRdEst
weirdo	wRdo
welcome	wElkxm
well	wEl
went	wEnt
were	wR
weren't	wRnt
wet	wEt
wetter	wEtR
wh	W
whack	W@k
whaddya	w^dyx
whale	Wel
whales	wExlz
wham	w@m
what	W^t
what'd	W^txd
what's	W^ts
whatcha	W^tCx
whatchamacallit	w^tCxmxkclIt
whatever	W^tEvR
wheat	Wit
wheaties	witiz
whee	wi
wheel	wixl
wheelbarrow	WilbEro
wheeling	wixlIG
wheels	Wilz
when	WEn
when's	wEnz
whence	WEns
whenever	WEnEvR
where	wEr
where	WEr
where'd	WErd
where're	WErR
where's	WErz
whereas	WEr@z
whereupon	WErxpan
wherever	WErEvR
whether	WEDR
whew	Wu
whey	we
which	WIC
while	WYl
whine	WYn
whined	WYnd
whines	WYnz
whiney	wYni
whineyness	wYninEs
whining	WYnIG
whip	WIp
whipped	WIpt
whipping	WIpIG
whips	WIps
whirled	wRld
whirlwind	wRlwInd
whisker	wIskR
whiskers	WIskRz
whisper	wIspR
whispered	wIspRd
whispering	wIspRIG
whistle	wIsxl
white	WYt
whitney	wItni
who	hu
who's	huz
whoa	wox
whoever	huEvR
whole	hol
whom	hum
whoop	wup
whoopee	wUpi
whoopie	wUpi
whoops	wUps
whoopsadaisy	wUpsxdezi
whoopsie	wUpsi
whoopsiedoozies	wUpsiduziz
whoopsiedoozy	wUpsiduzi
whoosh	wUS
whose	huz
whoville	huvIl
why	WY
why's	wYz
whys	wYz
wick	wIk
wicked	wIkId
wide	wYd
wider	wYdR
width	wIdT
wife	wYf
wig	wIg
wiggins	wIgInz
wiggle	wIgxl
wiggles	wIgxlz
wiggly	wIgli
wild	wYld
wildly	wYldli
wiled	wIld
will	wIl
william	wIly^m
willie	wIli
willing	wIlIG
willow	wIlo
willy	wIli
wilted	wIltxd
wily	wYli
win	wIn
wind	wInd
wind's	wIndz
windbreaker	wIndbrekR
winder	wIndR
window	wIndo
window's	wIndoz
windows	wIndoz
windowsill	wIndosil
winds	wIndz
windshield	wInSild
windshield's	wInSildz
windshields	wInSildz
windy	wIndi
wing	wIG
wings	wIGz
wink	wIGk
winkie	wIGki
winkle	wIGkxl
winky	wIGki
winnie	wIni
winter	wIntR
wipe	wYp
wiped	wYpt
wipeout	wYpWt
wiper	wYpR
wipers	wYpRz
wipes	wYps
wipie	wYpi
wipies	wYpiz
wiping	wYpIG
wire	wYr
wires	wYrz
wish	wIS
wishbone	wISbon
wished	wISt
wishes	wISxz
witch	WIC
with	wIT
within	wITIn
without	wITWt
wittle	wItxl
wittles	wItxlz
wobbly	wabli
wocket@n	wakxt
woe	wo
woke	wok
wolf	wUlf
wolfie	wUlfi
woman	wUmxn
womb	wum
women	wImxn
won	w^n
won't	wont
wonder	w^ndR
wondered	w^ndRd
wonderful	w^ndRfxl
wonderfully	w^ndRfli
wondering	w^ndRIG
wonders	w^ndRz
woo	wu
wood	wUd
wooden	wUdxn
woods	wUdz
woody	wUdi
woof	wUd
woofwoof	wUfwUf
wool	wUl
woolly	wUli
wooly	wUli
woowoo	wuwu
word	wRd
words	wRdz
wore	wcr
work	wRk
worked	wRkt
workie	wRki
working	wRkIG
workout	wRkWt
workplace	wRkples
workroom	wRkrum
works	wRks
world	wRld
world's	wRldz
worm	wRm
worms	wRmz
worn	wcrn
worried	wRid
worries	wRiz
worry	wRi
worse	wRs
worship	wRSIp
worst	wRst
worth	wRT
wosuits	wosut
would	wUd
would've	wUdxv
wouldn't	wUdxnt
wound	wund
wow	wW
wrap	r@p
wrapped	r@pt
wrapper	r@pR
wrapping	r@pIG
wrappings	r@pIGz
wreath	rIT
wreck	rEk
wrecker	rEkR
wrecking	rEkIG
wrestle	rEsxl
wrestled	rEsxld
wrestles	rEsxlz
wrestling	rEsxlIG
wriggly	rIgxli
wrinkled	rIGkxld
wrinkles	rIGkxlz
wrinkly	rIGkli
wrist	rIst
write	rYt
writes	rYts
writing	rYtIG
writings	rYtIGz
written	rItxn
wrong	rcG
wrote	rot
wuss	wUs
wuzzy	w^zi
x	Eks
x@l	Eks
x@l-s	Eks
xavier	EkseviR
xavier's	EkseviRz
xylophone	zYlxfon
y	wY
y@l	wY
ya	yx
yahtzee	yatzi
yak	y@k
yaks	y@ks
yall	ycl
yam	y@m
yams	y@mz
yank	y@Gk
yanked	y@Gkt
yankee	y@Gki
yanking	y@GkIG
yanks	y@Gks
yard	yard
yarn	yarn
yawn	ycn
yawned	ycnd
yawning	ycnIG
yay	yey
yaya	yaya
yaya's	yayaz
yayayaya	yayaya
ye	yx
yea	y@
yeah	y@
year	yIr
yearling	yIrlIG
years	yIrz
yeast	yist
yeh	yE
yell	yEl
yelled	yEld
yelling	yElIG
yellow	yElo
yells	yElz
yep	yEp
yeps	yeps
yes	yEs
yessiriebobs	yEsRibabz
yesterday	yEstRde
yet	yEt
yicky	yIki
yikes	yYks
yipped	yIpt
yoda	yodx
yogurt	yogRt
yogurt's	yogRts
yolanda	yolandx
yolk	yok
yomiko	yomiko
yonder	yandR
yorgensen	ycrgxnsxn
york	ycrk
you	yu
you'd	yud
you'll	yul
you're	yUr
you've	yuv
young	y^G
younger	y^GgR
your	ycr
your	yUr
yours	yUrz
yourself	yUrsElf
yous	yuz
youth	yuT
yoyo	yoyo
yuck	y^k
yucka	y^kx
yucketyyuck	y^kEtiy^k
yuckies	y^kiz
yucks	y^ks
yucky	y^ki
yukon	yukan
yuli	yuli
yuli's	yuliz
yulibaba	yulibabx
yulibabaf	yulibabxf
yulibob	yulibab
yulibobs	yulibabz
yum	y^m
yumbum	y^mb^m
yummies	y^miz
yummy	y^mi
yumsie	y^mzi
yumyum	y^my^m
yumyums	y^my^mz
yup	y^p
z@l	zi
zach	z@k
zachary	z@kRi
zaps	z@ps
zealand	zilxnd
zebra	zibrx
zebras	zibrxz
zenga	zEGgx
zero	zIro
zeus	zus
ziggy's	zIgiz
zigzag	zIgz@g
zigzagging	zIgz@gIG
zinnias	zInixz
zip	zIp
ziploc	zIplak
zipped	zIpt
zipper	zIpR
zipper's	zIpRz
zippered	zIpRd
zippers	zIpRz
zipping	zIpIG
zips	zIps
zipzapzuds	zIpz^dz
zizzerzazzerzoo	zIzRz@zRzu
zizzerzazzerzuzz	zIzRz@zRz^z
zone	zon
zoo	zu
zookeeper	zukipR
zookeeper's	zukipRz
zoological	zoxlaJIkxl
zoom	zum
zooming	zumIG
zoomzoom	zumzum
zoos	zuz
zum@o	zum
